1 	 0.627412
2 	 0.800862
3 	 0.528566
4 	 0.365621
5 	 0.483759
6 	 0.535532
7 	 0.842005
8 	 0.848165
9 	 0.832998
10 	 0.796861
11 	 0.826858
12 	 0.853633
13 	 0.810897
14 	 0.812003
15 	 0.672405
16 	 0.579571
17 	 0.759397
18 	 0.771629
19 	 0.319733
20 	 0.824611
21 	 0.651282
22 	 0.903125
23 	 0.293024
24 	 0.362026
25 	 0.522432
26 	 0.801561
27 	 0.349238
28 	 0.488588
29 	 0.292787
30 	 0.895764
31 	 0.803305
32 	 0.301081
33 	 0.805581
34 	 0.897292
35 	 0.902568
36 	 0.911975
37 	 0.895333
38 	 0.511777
39 	 0.881025
40 	 0.763161
41 	 0.773730
42 	 0.889017
43 	 0.894342
44 	 0.601727
45 	 0.904628
46 	 0.893796
47 	 0.310247
48 	 0.579943
49 	 0.385970
50 	 0.663213
51 	 0.857919
52 	 0.523607
53 	 0.297304
54 	 0.883459
55 	 0.389376
56 	 0.908947
57 	 0.418052
58 	 0.571467
59 	 0.863658
60 	 0.439981
61 	 0.802987
62 	 0.337825
63 	 0.295505
64 	 0.623470
65 	 0.841276
66 	 0.811318
67 	 0.888633
68 	 0.908982
69 	 0.793179
70 	 0.842421
71 	 0.806090
72 	 0.650883
73 	 0.767639
74 	 0.546191
75 	 0.359735
76 	 0.755421
77 	 0.911613
78 	 0.871720
79 	 0.787439
80 	 0.888392
81 	 0.838597
82 	 0.355149
83 	 0.909347
84 	 0.295097
85 	 0.478811
86 	 0.904932
87 	 0.756203
88 	 0.579490
89 	 0.762927
90 	 0.761290
91 	 0.338379
92 	 0.896852
93 	 0.896784
94 	 0.674126
95 	 0.807276
96 	 0.294678
97 	 0.911633
98 	 0.307354
99 	 0.814499
100 	 0.298563
1 	 0.852779
2 	 0.581791
3 	 0.909023
4 	 0.846125
5 	 0.911038
6 	 0.907394
7 	 0.485304
8 	 0.469794
9 	 0.507482
10 	 0.590515
11 	 0.522263
12 	 0.455795
13 	 0.559396
14 	 0.556883
15 	 0.803568
16 	 0.888903
17 	 0.666537
18 	 0.642843
19 	 0.793453
20 	 0.527602
21 	 0.828512
22 	 0.319164
23 	 0.755723
24 	 0.842554
25 	 0.910164
26 	 0.580253
27 	 0.829084
28 	 0.911525
29 	 0.755364
30 	 0.340618
31 	 0.576407
32 	 0.767653
33 	 0.571352
34 	 0.336197
35 	 0.320801
36 	 0.292850
37 	 0.341860
38 	 0.911494
39 	 0.382383
40 	 0.659363
41 	 0.638662
42 	 0.359932
43 	 0.344715
44 	 0.874249
45 	 0.314737
46 	 0.346287
47 	 0.780650
48 	 0.888686
49 	 0.864566
50 	 0.814822
51 	 0.444669
52 	 0.909967
53 	 0.762119
54 	 0.375595
55 	 0.867357
56 	 0.301916
57 	 0.887502
58 	 0.893368
59 	 0.429562
60 	 0.898859
61 	 0.577110
62 	 0.816055
63 	 0.759448
64 	 0.856387
65 	 0.487121
66 	 0.558441
67 	 0.361022
68 	 0.301814
69 	 0.598440
70 	 0.484264
71 	 0.570215
72 	 0.828950
73 	 0.650691
74 	 0.904217
75 	 0.840228
76 	 0.674006
77 	 0.293937
78 	 0.407935
79 	 0.610597
80 	 0.361706
81 	 0.493764
82 	 0.835459
83 	 0.300723
84 	 0.758838
85 	 0.910362
86 	 0.313839
87 	 0.672546
88 	 0.888950
89 	 0.659812
90 	 0.662941
91 	 0.816710
92 	 0.337470
93 	 0.337667
94 	 0.801393
95 	 0.567562
96 	 0.758211
97 	 0.293877
98 	 0.776614
99 	 0.551177
100 	 0.763976
1 	 0.457996
2 	 0.887595
3 	 0.301690
4 	 0.474960
5 	 0.295663
6 	 0.306541
7 	 0.911212
8 	 0.908672
9 	 0.911796
10 	 0.882112
11 	 0.910192
12 	 0.904872
13 	 0.899130
14 	 0.900196
15 	 0.575824
16 	 0.360258
17 	 0.810824
18 	 0.837566
19 	 0.597853
20 	 0.909221
21 	 0.518308
22 	 0.792704
23 	 0.673441
24 	 0.483932
25 	 0.298279
26 	 0.888505
27 	 0.516936
28 	 0.294201
29 	 0.674110
30 	 0.819331
31 	 0.890703
32 	 0.650664
33 	 0.893428
34 	 0.814119
35 	 0.794854
36 	 0.755460
37 	 0.820770
38 	 0.294294
39 	 0.861535
40 	 0.819353
41 	 0.841860
42 	 0.840430
43 	 0.824034
44 	 0.401053
45 	 0.786792
46 	 0.825806
47 	 0.624667
48 	 0.360872
49 	 0.427150
50 	 0.550435
51 	 0.900832
52 	 0.298870
53 	 0.661359
54 	 0.855541
55 	 0.419698
56 	 0.768863
57 	 0.364224
58 	 0.347515
59 	 0.893900
60 	 0.331646
61 	 0.890309
62 	 0.547598
63 	 0.666441
64 	 0.448663
65 	 0.911395
66 	 0.899541
67 	 0.841540
68 	 0.768714
69 	 0.876649
70 	 0.911097
71 	 0.894015
72 	 0.517256
73 	 0.829162
74 	 0.315949
75 	 0.489725
76 	 0.801546
77 	 0.757099
78 	 0.881080
79 	 0.867379
80 	 0.842231
81 	 0.911858
82 	 0.501481
83 	 0.767133
84 	 0.667594
85 	 0.297687
86 	 0.785575
87 	 0.803391
88 	 0.360124
89 	 0.818831
90 	 0.815146
91 	 0.546088
92 	 0.815634
93 	 0.815868
94 	 0.580624
95 	 0.895348
96 	 0.668778
97 	 0.757008
98 	 0.632872
99 	 0.902445
100 	 0.657796
1 	 0.905564
2 	 0.363960
3 	 0.768535
4 	 0.909713
5 	 0.759683
6 	 0.775468
7 	 0.295140
8 	 0.302739
9 	 0.293388
10 	 0.379357
11 	 0.298197
12 	 0.314016
13 	 0.330856
14 	 0.327747
15 	 0.891027
16 	 0.840762
17 	 0.559561
18 	 0.496308
19 	 0.877070
20 	 0.301100
21 	 0.910777
22 	 0.599456
23 	 0.802261
24 	 0.911058
25 	 0.763558
26 	 0.361386
27 	 0.910954
28 	 0.757496
29 	 0.801413
30 	 0.540005
31 	 0.355137
32 	 0.829191
33 	 0.347343
34 	 0.552049
35 	 0.594847
36 	 0.673932
37 	 0.536645
38 	 0.757635
39 	 0.435180
40 	 0.539954
41 	 0.485665
42 	 0.489223
43 	 0.528968
44 	 0.876284
45 	 0.611954
46 	 0.524767
47 	 0.855303
48 	 0.841387
49 	 0.892640
50 	 0.902721
51 	 0.325890
52 	 0.764426
53 	 0.817019
54 	 0.450858
55 	 0.888476
56 	 0.648296
57 	 0.844749
58 	 0.827178
59 	 0.345985
60 	 0.808604
61 	 0.356259
62 	 0.903735
63 	 0.810940
64 	 0.902386
65 	 0.294591
66 	 0.329659
67 	 0.486463
68 	 0.648587
69 	 0.394478
70 	 0.295486
71 	 0.345656
72 	 0.910914
73 	 0.516747
74 	 0.788425
75 	 0.911615
76 	 0.580288
77 	 0.670868
78 	 0.382231
79 	 0.419640
80 	 0.484738
81 	 0.293200
82 	 0.911992
83 	 0.651679
84 	 0.809536
85 	 0.762686
86 	 0.614495
87 	 0.576215
88 	 0.840626
89 	 0.541170
90 	 0.549691
91 	 0.904251
92 	 0.548568
93 	 0.548029
94 	 0.888287
95 	 0.341816
96 	 0.808084
97 	 0.671038
98 	 0.847594
99 	 0.321161
100 	 0.821167
1 	 0.311970
2 	 0.844487
3 	 0.648939
4 	 0.299630
5 	 0.665997
6 	 0.635180
7 	 0.758902
8 	 0.770049
9 	 0.756272
10 	 0.858905
11 	 0.763437
12 	 0.785816
13 	 0.807632
14 	 0.803760
15 	 0.354214
16 	 0.488399
17 	 0.899059
18 	 0.911950
19 	 0.393322
20 	 0.767681
21 	 0.296444
22 	 0.875916
23 	 0.578712
24 	 0.295602
25 	 0.658599
26 	 0.841908
27 	 0.295915
28 	 0.670123
29 	 0.580580
30 	 0.906162
31 	 0.835445
32 	 0.516677
33 	 0.826986
34 	 0.902117
35 	 0.879183
36 	 0.801639
37 	 0.907101
38 	 0.669861
39 	 0.896672
40 	 0.906177
41 	 0.911250
42 	 0.911576
43 	 0.908939
44 	 0.395480
45 	 0.866277
46 	 0.909762
47 	 0.451476
48 	 0.486844
49 	 0.349603
50 	 0.320353
51 	 0.801414
52 	 0.656927
53 	 0.545373
54 	 0.903190
55 	 0.361466
56 	 0.831774
57 	 0.478429
58 	 0.521497
59 	 0.825468
60 	 0.564577
61 	 0.836627
62 	 0.317368
63 	 0.559297
64 	 0.321337
65 	 0.758081
66 	 0.806149
67 	 0.911332
68 	 0.831459
69 	 0.871380
70 	 0.759419
71 	 0.825097
72 	 0.296035
73 	 0.910977
74 	 0.608526
75 	 0.293931
76 	 0.888484
77 	 0.805494
78 	 0.861404
79 	 0.888442
80 	 0.911150
81 	 0.755989
82 	 0.292798
83 	 0.828073
84 	 0.562476
85 	 0.660274
86 	 0.864178
87 	 0.890810
88 	 0.488738
89 	 0.905817
90 	 0.902992
91 	 0.315847
92 	 0.903395
93 	 0.903585
94 	 0.362003
95 	 0.820719
96 	 0.565748
97 	 0.805282
98 	 0.471242
99 	 0.795325
100 	 0.535715
1 	 0.783024
2 	 0.479087
3 	 0.831077
4 	 0.765540
5 	 0.811480
6 	 0.845338
7 	 0.667474
8 	 0.645965
9 	 0.672417
10 	 0.442092
11 	 0.658832
12 	 0.613993
13 	 0.566763
14 	 0.575398
15 	 0.834467
16 	 0.911509
17 	 0.331063
18 	 0.292923
19 	 0.870485
20 	 0.650610
21 	 0.760845
22 	 0.396491
23 	 0.889399
24 	 0.759591
25 	 0.820239
26 	 0.485545
27 	 0.760059
28 	 0.806421
29 	 0.888313
30 	 0.310199
31 	 0.501514
32 	 0.910985
33 	 0.521956
34 	 0.322125
35 	 0.387492
36 	 0.580083
37 	 0.307412
38 	 0.806745
